Recording,Timestamp,Duration,Speakers,Text,Tags,Comments,Reels,Category
2024-07-18_p09_rushhour_with_audio.mp4,00:07:49,00:00:05,,,no movement,,,OTHER
2024-07-18_p09_rushhour_with_audio.mp4,00:07:27,00:00:02,,,"starts resting head on hand, biting lip",,,LIP MOVEMENT
2024-07-18_p09_rushhour_with_audio.mp4,00:07:23,00:00:02,,,repetitive movements,,,GENERAL POSTURE
2024-07-18_p09_rushhour_with_audio.mp4,00:07:26,00:00:02,,,posture reset,,,OTHER
2024-07-18_p09_rushhour_with_audio.mp4,00:07:12,00:00:03,,,no movement,,,OTHER
2024-07-18_p09_rushhour_with_audio.mp4,00:07:10,00:00:01,,,head bow,,,"GESTURE (hand, head movement)"
2024-07-18_p09_rushhour_with_audio.mp4,00:07:07,00:00:01,,,ends resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-18_p09_rushhour_with_audio.mp4,00:07:04,00:00:01,,,starts resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-18_p09_rushhour_with_audio.mp4,00:06:57,00:00:04,,,no movement,,,OTHER
2024-07-18_p09_rushhour_with_audio.mp4,00:06:50,00:00:01,,,ends resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-18_p09_rushhour_with_audio.mp4,00:06:46,00:00:03,,,no movement,,,OTHER
2024-07-18_p09_rushhour_with_audio.mp4,00:06:42,00:00:02,,,starts resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-18_p09_rushhour_with_audio.mp4,00:06:41,00:00:01,,,no movement,,,OTHER
2024-07-18_p09_rushhour_with_audio.mp4,00:06:33,00:00:02,,,ends resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-18_p09_rushhour_with_audio.mp4,00:06:27,00:00:03,,,starts resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-18_p09_rushhour_with_audio.mp4,00:06:19,00:00:01,,,ends resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-18_p09_rushhour_with_audio.mp4,00:06:17,00:00:02,,,nod,,,"GESTURE (hand, head movement)"
2024-07-18_p09_rushhour_with_audio.mp4,00:06:11,00:00:02,,,starts resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-18_p09_rushhour_with_audio.mp4,00:04:29,00:00:07,,,no movement,,,OTHER
2024-07-18_p09_rushhour_with_audio.mp4,00:04:23,00:00:02,,,touching nose,,,"GESTURE (hand, head movement)"
2024-07-18_p09_rushhour_with_audio.mp4,00:03:09,00:00:03,,,no movement,,,OTHER
2024-07-18_p09_rushhour_with_audio.mp4,00:03:36,00:00:02,,,ends resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-18_p09_rushhour_with_audio.mp4,00:01:39,00:00:05,,,no movement,,,OTHER
2024-07-18_p09_rushhour_with_audio.mp4,00:01:35,00:00:03,,,starts resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-24_p12_knot_with_audio.mp4,00:08:59,00:00:02,,,flip back,,,OTHER
2024-07-24_p12_knot_with_audio.mp4,00:01:04,00:00:01,,,touching hair,,,"GESTURE (hand, head movement)"
2024-07-24_p12_origami_with_audio.mp4,00:07:23,00:00:05,,,no movement,,,OTHER
2024-07-24_p12_origami_with_audio.mp4,00:06:33,00:00:15,,,no movement,,,OTHER
2024-07-24_p12_origami_with_audio.mp4,00:06:24,00:00:05,,,gaze shift,,,GAZE
2024-07-24_p12_origami_with_audio.mp4,00:06:00,00:00:14,,,gaze shift,,,GAZE
2024-07-24_p12_origami_with_audio.mp4,00:05:08,00:00:01,,,flip back,,,OTHER
2024-07-24_p12_origami_with_audio.mp4,00:04:41,00:00:18,,,gaze shift,,,GAZE
2024-07-24_p12_origami_with_audio.mp4,00:04:22,00:00:04,,,no movement,,,OTHER
2024-07-24_p12_rushhour_with_audio.mp4,00:09:53,00:00:03,,,no movement,,,OTHER
2024-07-24_p12_rushhour_with_audio.mp4,00:09:26,00:00:03,,,posture reset,,,OTHER
2024-07-24_p12_rushhour_with_audio.mp4,00:09:24,00:00:02,,,lean back,,,CHIN MOVEMENT
2024-07-24_p12_rushhour_with_audio.mp4,00:09:08,00:00:07,,,no movement,,,OTHER
2024-07-24_p12_rushhour_with_audio.mp4,00:08:48,00:00:02,,,no movement,,,OTHER
2024-07-24_p12_rushhour_with_audio.mp4,00:08:31,00:00:01,,,touching hair,,,"GESTURE (hand, head movement)"
2024-07-24_p12_rushhour_with_audio.mp4,00:08:24,00:00:07,,,no movement,,,OTHER
2024-07-24_p12_rushhour_with_audio.mp4,00:07:31,00:00:01,,,"lip corners depressed, nod, smile, chin raise",,,CHIN MOVEMENT
2024-07-24_p12_rushhour_with_audio.mp4,00:07:08,00:00:01,,,ends resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-24_p12_rushhour_with_audio.mp4,00:06:14,00:00:01,,,ends resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-24_p12_rushhour_with_audio.mp4,00:06:09,00:00:05,,,starts resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-24_p12_rushhour_with_audio.mp4,00:06:01,00:00:01,,,touching hair,,,"GESTURE (hand, head movement)"
2024-07-24_p12_rushhour_with_audio.mp4,00:07:00,00:00:08,,,starts resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-24_p12_rushhour_with_audio.mp4,00:06:28,00:00:07,,,no movement,,,OTHER
2024-07-24_p12_rushhour_with_audio.mp4,00:06:17,00:00:02,,,"head shake, smile",,,"GESTURE (hand, head movement)"
2024-07-24_p12_rushhour_with_audio.mp4,00:05:43,00:00:02,,,touching pieces,,,"GESTURE (hand, head movement)"
2024-07-24_p12_rushhour_with_audio.mp4,00:05:27,00:00:15,,,no movement,,,OTHER
2024-07-24_p12_rushhour_with_audio.mp4,00:05:08,00:00:03,,,touching pieces,,,"GESTURE (hand, head movement)"
2024-07-24_p12_rushhour_with_audio.mp4,00:00:58,00:00:03,,,no movement,,,OTHER
2024-07-24_p12_rushhour_with_audio.mp4,00:04:59,00:00:02,,,touching pieces,,,"GESTURE (hand, head movement)"
2024-07-24_p12_rushhour_with_audio.mp4,00:05:03,00:00:03,,,touching pieces,,,"GESTURE (hand, head movement)"
2024-07-24_p12_rushhour_with_audio.mp4,00:04:39,00:00:16,,,no movement,,,OTHER
2024-07-24_p12_rushhour_with_audio.mp4,00:03:20,00:00:02,,,head scratch,,,"GESTURE (hand, head movement)"
2024-07-24_p12_rushhour_with_audio.mp4,00:03:09,00:00:09,,,no movement,,,OTHER
2024-07-24_p12_rushhour_with_audio.mp4,00:03:04,00:00:02,,,no movement,,,OTHER
2024-07-24_p12_rushhour_with_audio.mp4,00:02:51,00:00:05,,,no movement,,,OTHER
2024-07-24_p12_rushhour_with_audio.mp4,00:01:02,00:00:03,,,touching pieces,,,"GESTURE (hand, head movement)"
2024-07-24_p12_rushhour_with_audio.mp4,00:00:52,00:00:01,,,ends resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-24_p12_rushhour_with_audio.mp4,00:00:46,00:00:01,,,starts resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-24_p12_rushhour_with_audio.mp4,00:00:26,00:00:05,,,no movement,,,OTHER
2024-07-24_p12_rushhour_with_audio.mp4,00:00:27,00:00:02,,,head bow,,,"GESTURE (hand, head movement)"
2024-07-24_p12_rushhour_with_audio.mp4,00:00:24,00:00:02,,,head tilt,,,FACE FIDGETING
2024-07-24_p12_rushhour_with_audio.mp4,00:00:16,00:00:01,,,touching hair,,,"GESTURE (hand, head movement)"
2024-07-16_p06_knot_with_audio.mp4,00:09:40,00:00:07,,,touching pieces,,,"GESTURE (hand, head movement)"
2024-07-16_p06_knot_with_audio.mp4,00:09:11,00:00:04,,,lip twist,,,LIP MOVEMENT
2024-07-16_p06_knot_with_audio.mp4,00:08:44,00:00:05,,,flip back,,,OTHER
2024-07-16_p06_knot_with_audio.mp4,00:08:35,00:00:07,,,touching pieces,,,"GESTURE (hand, head movement)"
2024-07-16_p06_knot_with_audio.mp4,00:08:23,00:00:01,,,look away,,,OTHER
2024-07-16_p06_knot_with_audio.mp4,00:08:30,00:00:04,,,look away,,,OTHER
2024-07-16_p06_knot_with_audio.mp4,00:07:05,00:00:02,,,flip forward,,,MOMENTARY RESET
2024-07-16_p06_knot_with_audio.mp4,00:07:00,00:00:04,,,undo,,,OTHER
2024-07-16_p06_knot_with_audio.mp4,00:06:28,00:00:01,,,touching glasses,,,"GESTURE (hand, head movement)"
2024-07-16_p06_knot_with_audio.mp4,00:05:56,00:00:04,,,reread,,,OTHER
2024-07-16_p06_knot_with_audio.mp4,00:05:32,00:00:02,,,lip movement,,,LIP MOVEMENT
2024-07-16_p06_knot_with_audio.mp4,00:05:13,00:00:04,,,reread,,,OTHER
2024-07-16_p06_knot_with_audio.mp4,00:04:58,00:00:08,,,reread,,,OTHER
2024-07-16_p06_knot_with_audio.mp4,00:04:47,00:00:01,,,move manual,,,MANUAL ACTIONS
2024-07-16_p06_knot_with_audio.mp4,00:04:35,00:00:01,,,lip twist,,,LIP MOVEMENT
2024-07-16_p06_knot_with_audio.mp4,00:02:56,00:00:02,,,reread,,,OTHER
2024-07-16_p06_knot_with_audio.mp4,00:03:37,00:00:14,,,reread,,,OTHER
2024-07-16_p06_knot_with_audio.mp4,00:03:35,00:00:01,,,touching glasses,,,"GESTURE (hand, head movement)"
2024-07-16_p06_knot_with_audio.mp4,00:03:13,00:00:01,,,lip narrow,,,LIP MOVEMENT
2024-07-16_p06_knot_with_audio.mp4,00:03:11,00:00:01,,,lip corners depressed,,,LIP MOVEMENT
2024-07-16_p06_knot_with_audio.mp4,00:02:58,00:00:02,,,"#orange, lip movement",,,LIP MOVEMENT
2024-07-16_p06_knot_with_audio.mp4,00:01:47,00:00:02,,,touching glasses,,,"GESTURE (hand, head movement)"
2024-07-16_p06_knot_with_audio.mp4,00:01:02,00:00:01,,,undo,,,OTHER
2024-07-17_p08_tangrams_with_audio.mp4,00:10:21,00:00:01,,,lip twist,,,LIP MOVEMENT
2024-07-17_p08_tangrams_with_audio.mp4,00:10:19,00:00:01,,,starts resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:10:17,00:00:01,,,finger tapping,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:09:45,00:00:01,,,lean back,,,CHIN MOVEMENT
2024-07-17_p08_tangrams_with_audio.mp4,00:09:43,00:00:01,,,solved behaviors - finger drumming,,,SOLVED BEHAVIORS
2024-07-17_p08_tangrams_with_audio.mp4,00:09:40,00:00:01,,,solved,,,SOLVED BEHAVIORS
2024-07-17_p08_tangrams_with_audio.mp4,00:09:00,00:00:01,,,ends resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:08:42,00:00:01,,,starts resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:08:36,00:00:01,,,flip forward,,,MOMENTARY RESET
2024-07-17_p08_tangrams_with_audio.mp4,00:08:32,00:00:01,,,"#orange, lean back",,,GENERAL POSTURE
2024-07-17_p08_tangrams_with_audio.mp4,00:08:31,00:00:00,,,undo,,,OTHER
2024-07-17_p08_tangrams_with_audio.mp4,00:08:28,00:00:03,,,head bow,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:08:00,00:00:01,,,undo,,,OTHER
2024-07-17_p08_tangrams_with_audio.mp4,00:07:57,00:00:01,,,ends resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:07:55,00:00:01,,,big breath,,,TAKING OF BREATH
2024-07-17_p08_tangrams_with_audio.mp4,00:07:52,00:00:01,,,starts resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:07:49,00:00:03,,,head bow,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:07:21,00:00:01,,,lean back,,,CHIN MOVEMENT
2024-07-17_p08_tangrams_with_audio.mp4,00:07:19,00:00:02,,,touching pieces,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:06:36,00:00:01,,,flip forward,,,MOMENTARY RESET
2024-07-17_p08_tangrams_with_audio.mp4,00:06:34,00:00:01,,,undo,,,OTHER
2024-07-17_p08_tangrams_with_audio.mp4,00:06:29,00:00:01,,,finger tapping,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:06:25,00:00:03,,,lean back,,,CHIN MOVEMENT
2024-07-17_p08_tangrams_with_audio.mp4,00:05:46,00:00:02,,,head bow,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:05:21,00:00:01,,,lip movement,,,LIP MOVEMENT
2024-07-17_p08_tangrams_with_audio.mp4,00:05:15,00:00:01,,,turning manual,,,MANUAL ACTIONS
2024-07-17_p08_tangrams_with_audio.mp4,00:05:09,00:00:01,,,undo,,,OTHER
2024-07-17_p08_tangrams_with_audio.mp4,00:04:59,00:00:01,,,undo,,,OTHER
2024-07-17_p08_tangrams_with_audio.mp4,00:04:22,00:00:01,,,undo,,,OTHER
2024-07-17_p08_tangrams_with_audio.mp4,00:02:11,00:00:01,,,undo,,,OTHER
2024-07-17_p08_tangrams_with_audio.mp4,00:05:10,00:00:02,,,lean back,,,CHIN MOVEMENT
2024-07-17_p08_tangrams_with_audio.mp4,00:05:05,00:00:03,,,touching pieces,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:04:41,00:00:02,,,head bow,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:04:28,00:00:01,,,lean forward,,,GENERAL POSTURE
2024-07-17_p08_tangrams_with_audio.mp4,00:04:23,00:00:01,,,posture reset,,,OTHER
2024-07-17_p08_tangrams_with_audio.mp4,00:04:16,00:00:01,,,"#red, touching pieces",,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:04:15,00:00:01,,,"#orange, lean back",,,GENERAL POSTURE
2024-07-17_p08_tangrams_with_audio.mp4,00:04:13,00:00:02,,,ends resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:03:37,00:00:01,,,lean forward,,,GENERAL POSTURE
2024-07-17_p08_tangrams_with_audio.mp4,00:02:56,00:00:07,,,touching forehead,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:02:08,00:00:01,,,starts resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:02:05,00:00:01,,,tapping pieces,,,OTHER
2024-07-17_p08_tangrams_with_audio.mp4,00:01:53,00:00:01,,,ends resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:01:40,00:00:01,,,finger tapping,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:01:38,00:00:02,,,lean forward,,,GENERAL POSTURE
2024-07-17_p08_tangrams_with_audio.mp4,00:01:30,00:00:03,,,lean back,,,CHIN MOVEMENT
2024-07-17_p08_tangrams_with_audio.mp4,00:01:06,00:00:06,,,no movement,,,OTHER
2024-07-17_p08_tangrams_with_audio.mp4,00:01:02,00:00:01,,,starts resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-17_p08_tangrams_with_audio.mp4,00:00:25,00:00:01,,,finger tapping,,,"GESTURE (hand, head movement)"
2024-07-16_p05_rushhour_with_audio.mp4,00:03:47,00:00:03,,,"lip movement, lip purse",,,LIP MOVEMENT
2024-07-16_p05_rushhour_with_audio.mp4,00:03:45,00:00:02,,,touching eye,,,"GESTURE (hand, head movement)"
2024-07-16_p05_rushhour_with_audio.mp4,00:03:46,00:00:03,,,hand gesture,,,"GESTURE (hand, head movement)"
2024-07-16_p05_rushhour_with_audio.mp4,00:04:11,00:00:01,,,raised brows,,,GAZE
2024-07-16_p05_rushhour_with_audio.mp4,00:03:27,00:00:02,,,nod,,,"GESTURE (hand, head movement)"
2024-07-16_p05_rushhour_with_audio.mp4,00:03:20,00:00:03,,,hand gesture,,,"GESTURE (hand, head movement)"
2024-07-16_p05_rushhour_with_audio.mp4,00:03:15,00:00:03,,,"furrowed brows, talking to self",,,SELF-VOCALIZATIONS
2024-07-16_p05_rushhour_with_audio.mp4,00:02:59,00:00:02,,,"hand gesture, nod",,,"GESTURE (hand, head movement)"
2024-07-16_p05_rushhour_with_audio.mp4,00:03:01,00:00:03,,,"bares teeth, mouth sounds, raised brows",,,HIGH LEVEL TASK ACTIONS
2024-07-16_p05_rushhour_with_audio.mp4,00:01:54,00:00:03,,,lip purse,,,LIP MOVEMENT
2024-07-16_p05_rushhour_with_audio.mp4,00:00:57,00:00:02,,,pout,,,"GESTURE (hand, head movement)"
2024-07-16_p05_rushhour_with_audio.mp4,00:00:41,00:00:03,,,pout,,,"GESTURE (hand, head movement)"
2024-07-16_p05_rushhour_with_audio.mp4,00:00:35,00:00:02,,,big breath,,,TAKING OF BREATH
2024-07-16_p05_origami_with_audio.mp4,00:08:22,00:00:02,,,lean forward,,,GENERAL POSTURE
2024-07-16_p05_origami_with_audio.mp4,00:08:21,00:00:04,,,"frown, lean back, oral movement",,,FACE FIDGETING
2024-07-16_p05_origami_with_audio.mp4,00:08:20,00:00:01,,,look away,,,OTHER
2024-07-16_p05_origami_with_audio.mp4,00:08:24,00:00:02,,,raised brows,,,GAZE
2024-07-16_p05_origami_with_audio.mp4,00:07:53,00:00:03,,,head tilt,,,FACE FIDGETING
2024-07-16_p05_origami_with_audio.mp4,00:08:11,00:00:01,,,nod,,,"GESTURE (hand, head movement)"
2024-07-16_p05_origami_with_audio.mp4,00:07:01,00:00:03,,,"nod, raised brows, lip corners depressed",,,LIP MOVEMENT
2024-07-16_p05_origami_with_audio.mp4,00:06:42,00:00:03,,,lip corners depressed,,,LIP MOVEMENT
2024-07-16_p05_origami_with_audio.mp4,00:08:06,00:00:03,,,touching glasses,,,"GESTURE (hand, head movement)"
2024-07-16_p05_origami_with_audio.mp4,00:08:01,00:00:05,,,reread,,,OTHER
2024-07-16_p05_origami_with_audio.mp4,00:07:58,00:00:07,,,hand gesture,,,"GESTURE (hand, head movement)"
2024-07-16_p05_origami_with_audio.mp4,00:07:38,00:00:03,,,raised brows,,,GAZE
2024-07-16_p05_origami_with_audio.mp4,00:07:40,00:00:01,,,forehead scratch,,,FACE FIDGETING
2024-07-16_p05_origami_with_audio.mp4,00:07:37,00:00:02,,,nose scratch,,,FACE FIDGETING
2024-07-16_p05_origami_with_audio.mp4,00:07:15,00:00:03,,,touching forehead,,,"GESTURE (hand, head movement)"
2024-07-16_p05_origami_with_audio.mp4,00:07:07,00:00:02,,,raised brows,,,GAZE
2024-07-16_p05_origami_with_audio.mp4,00:06:31,00:00:02,,,nod,,,"GESTURE (hand, head movement)"
2024-07-16_p05_origami_with_audio.mp4,00:06:15,00:00:03,,,mouth open,,,TAKING OF BREATH
2024-07-16_p05_origami_with_audio.mp4,00:06:08,00:00:05,,,no movement,,,OTHER
2024-07-16_p05_origami_with_audio.mp4,00:06:04,00:00:02,,,touching nose,,,"GESTURE (hand, head movement)"
2024-07-16_p05_origami_with_audio.mp4,00:06:00,00:00:03,,,face scratch,,,FACE FIDGETING
2024-07-16_p05_origami_with_audio.mp4,00:05:48,00:00:02,,,nose scratch,,,FACE FIDGETING
2024-07-16_p05_origami_with_audio.mp4,00:05:41,00:00:03,,,"frown, raised brows",,,FACE FIDGETING
2024-07-16_p05_origami_with_audio.mp4,00:05:01,00:00:03,,,scrunch brows,,,"GESTURE (hand, head movement)"
2024-07-16_p05_origami_with_audio.mp4,00:04:38,00:00:02,,,"bares teeth, raised brows",,,HIGH LEVEL TASK ACTIONS
2024-07-16_p05_origami_with_audio.mp4,00:04:49,00:00:02,,,reread,,,OTHER
2024-07-16_p05_origami_with_audio.mp4,00:04:37,00:00:02,,,chin tuck,,,CHIN MOVEMENT
2024-07-16_p05_origami_with_audio.mp4,00:04:22,00:00:01,,,ear scratch,,,OTHER
2024-07-16_p05_origami_with_audio.mp4,00:04:19,00:00:02,,,flip forward,,,MOMENTARY RESET
2024-07-16_p05_origami_with_audio.mp4,00:03:39,00:00:02,,,no movement,,,OTHER
2024-07-16_p05_origami_with_audio.mp4,00:03:20,00:00:02,,,lean forward,,,GENERAL POSTURE
2024-07-16_p05_origami_with_audio.mp4,00:03:16,00:00:03,,,scrunch brows,,,"GESTURE (hand, head movement)"
2024-07-16_p05_origami_with_audio.mp4,00:02:47,00:00:02,,,lift head,,,"GESTURE (hand, head movement)"
2024-07-16_p05_origami_with_audio.mp4,00:02:43,00:00:01,,,nod,,,"GESTURE (hand, head movement)"
2024-07-16_p05_origami_with_audio.mp4,00:02:49,00:00:03,,,"bares teeth, raised brows",,,HIGH LEVEL TASK ACTIONS
2024-07-16_p05_origami_with_audio.mp4,00:02:53,00:00:02,,,"ear scratch, nod",,,"GESTURE (hand, head movement)"
2024-07-16_p05_origami_with_audio.mp4,00:02:42,00:00:02,,,lift head,,,"GESTURE (hand, head movement)"
2024-07-16_p05_origami_with_audio.mp4,00:02:11,00:00:02,,,lip corner raise,,,LIP MOVEMENT
2024-07-16_p05_origami_with_audio.mp4,00:02:06,00:00:02,,,raised brows,,,GAZE
2024-07-16_p05_origami_with_audio.mp4,00:02:07,00:00:03,,,touching glasses,,,"GESTURE (hand, head movement)"
2024-07-16_p05_origami_with_audio.mp4,00:01:52,00:00:03,,,no movement,,,OTHER
2024-07-16_p05_origami_with_audio.mp4,00:01:48,00:00:02,,,nod,,,"GESTURE (hand, head movement)"
2024-07-16_p05_origami_with_audio.mp4,00:01:32,00:00:01,,,hand gesture,,,"GESTURE (hand, head movement)"
2024-07-16_p05_origami_with_audio.mp4,00:01:29,00:00:02,,,talking to self,,,SELF-VOCALIZATIONS
2024-07-16_p05_origami_with_audio.mp4,00:01:32,00:00:02,,,lean forward,,,GENERAL POSTURE
2024-07-16_p05_origami_with_audio.mp4,00:01:28,00:00:02,,,nod,,,"GESTURE (hand, head movement)"
2024-07-16_p05_origami_with_audio.mp4,00:00:50,00:00:03,,,flip forward,,,MOMENTARY RESET
2024-07-16_p05_origami_with_audio.mp4,00:00:28,00:00:02,,,lean forward,,,GENERAL POSTURE
2024-07-16_p05_origami_with_audio.mp4,00:00:09,00:00:03,,,"chin tuck, head tilt",,,CHIN MOVEMENT
2024-07-16_p05_origami_with_audio.mp4,00:00:08,00:00:02,,,frown,,,"GESTURE (hand, head movement)"
2024-07-16_p05_knot_with_audio.mp4,00:07:02,00:00:02,,,nose scratch,,,FACE FIDGETING
2024-07-16_p05_knot_with_audio.mp4,00:05:27,00:00:02,,,"nose scratch, raised brows",,,"GESTURE (hand, head movement)"
2024-07-16_p05_knot_with_audio.mp4,00:04:08,00:00:01,,,lip purse,,,LIP MOVEMENT
2024-07-16_p05_knot_with_audio.mp4,00:03:46,00:00:02,,,utterance,,,"GESTURE (hand, head movement)"
2024-07-16_p05_knot_with_audio.mp4,00:03:31,00:00:03,,,mouth open,,,TAKING OF BREATH
2024-07-16_p05_knot_with_audio.mp4,00:03:29,00:00:02,,,utterance,,,"GESTURE (hand, head movement)"
2024-07-16_p05_knot_with_audio.mp4,00:03:28,00:00:01,,,"restart, sigh",,,MOMENTARY RESET
2024-07-16_p05_knot_with_audio.mp4,00:03:12,00:00:01,,,"chin raise, lip pout",,,CHIN MOVEMENT
2024-07-16_p05_knot_with_audio.mp4,00:03:08,00:00:02,,,touching forehead,,,"GESTURE (hand, head movement)"
2024-07-16_p05_knot_with_audio.mp4,00:02:13,00:00:01,,,nose scratch,,,FACE FIDGETING
2024-07-16_p05_knot_with_audio.mp4,00:01:55,00:00:01,,,nose scratch,,,FACE FIDGETING
2024-07-16_p05_origami_with_audio.mp4,00:07:54,00:00:02,,,"#green, frown",,,FACE FIDGETING
2024-07-16_p04_knot_with_audio.mp4,00:09:53,00:00:01,,right ,smile,,,"GESTURE (hand, head movement)"
2024-07-16_p04_knot_with_audio.mp4,00:09:00,00:00:01,,,talking to self,,,SELF-VOCALIZATIONS
2024-07-16_p04_knot_with_audio.mp4,00:08:55,00:00:04,,,reread,,,OTHER
2024-07-16_p04_knot_with_audio.mp4,00:08:43,00:00:02,,,head tilt,,,FACE FIDGETING
2024-07-16_p04_knot_with_audio.mp4,00:08:31,00:00:02,,,posture reset,,,OTHER
2024-07-16_p04_knot_with_audio.mp4,00:07:42,00:00:01,,,lean back,,,CHIN MOVEMENT
2024-07-16_p04_knot_with_audio.mp4,00:07:37,00:00:04,,,lean forward,,,GENERAL POSTURE
2024-07-16_p04_knot_with_audio.mp4,00:07:08,00:00:03,,,reread,,,OTHER
2024-07-16_p04_knot_with_audio.mp4,00:07:04,00:00:01,,,nod,,,"GESTURE (hand, head movement)"
2024-07-16_p04_knot_with_audio.mp4,00:07:00,00:00:02,,,lip purse,,,LIP MOVEMENT
2024-07-16_p04_knot_with_audio.mp4,00:06:06,00:00:02,,,lip purse,,,LIP MOVEMENT
2024-07-16_p04_knot_with_audio.mp4,00:05:54,00:00:02,,,restart,,,MOMENTARY RESET
2024-07-16_p04_knot_with_audio.mp4,00:05:44,00:00:01,,,mouth open,,,TAKING OF BREATH
2024-07-16_p04_knot_with_audio.mp4,00:05:37,00:00:05,,,talking to self,,,SELF-VOCALIZATIONS
2024-07-16_p04_knot_with_audio.mp4,00:09:57,00:00:03,,,sit back,,,GENERAL POSTURE
2024-07-16_p04_knot_with_audio.mp4,00:05:21,00:00:01,,,nod,,,"GESTURE (hand, head movement)"
2024-07-16_p04_knot_with_audio.mp4,00:04:22,00:00:03,,,talking to self,,,SELF-VOCALIZATIONS
2024-07-16_p04_knot_with_audio.mp4,00:05:17,00:00:02,,,lip purse,,,LIP MOVEMENT
2024-07-16_p04_knot_with_audio.mp4,00:04:54,00:00:02,,,lip lick,,,LIP MOVEMENT
2024-07-16_p04_knot_with_audio.mp4,00:04:43,00:00:05,,,talking to self,,,SELF-VOCALIZATIONS
2024-07-16_p04_knot_with_audio.mp4,00:04:40,00:00:01,,,nod,,,"GESTURE (hand, head movement)"
2024-07-16_p04_knot_with_audio.mp4,00:04:31,00:00:02,,,nod,,,"GESTURE (hand, head movement)"
2024-07-16_p04_knot_with_audio.mp4,00:04:23,00:00:07,,,reread,,,OTHER
2024-07-16_p04_knot_with_audio.mp4,00:04:20,00:00:01,,,nod,,,"GESTURE (hand, head movement)"
2024-07-16_p04_knot_with_audio.mp4,00:04:03,00:00:02,,,bares teeth,,,HIGH LEVEL TASK ACTIONS
2024-07-16_p04_knot_with_audio.mp4,00:03:54,00:00:02,,,nod,,,"GESTURE (hand, head movement)"
2024-07-16_p04_knot_with_audio.mp4,00:03:53,00:00:02,,,talking to self,,,SELF-VOCALIZATIONS
2024-07-16_p04_knot_with_audio.mp4,00:03:46,00:00:01,,,lip purse,,,LIP MOVEMENT
2024-07-16_p04_knot_with_audio.mp4,00:03:38,00:00:02,,,"lip lick, oral movement",,,LIP MOVEMENT
2024-07-16_p04_knot_with_audio.mp4,00:03:36,00:00:01,,,lip purse,,,LIP MOVEMENT
2024-07-16_p04_knot_with_audio.mp4,00:03:10,00:00:02,,,mouth sounds,,,LIP MOVEMENT
2024-07-16_p04_knot_with_audio.mp4,00:02:53,00:00:02,,,lip purse,,,LIP MOVEMENT
2024-07-16_p04_knot_with_audio.mp4,00:02:50,00:00:01,,,lip purse,,,LIP MOVEMENT
2024-07-16_p04_knot_with_audio.mp4,00:02:26,00:00:02,,,lip purse,,,LIP MOVEMENT
2024-07-16_p04_knot_with_audio.mp4,00:01:50,00:00:01,,,lip lick,,,LIP MOVEMENT
